,line,filename,entity,len,lineNo,blank,email,url,phone,sigdelimiter,special,words,header,name,endquote,tabs1,tabs2,tabs3,punct20,punct50,punct90,reply,startpunct,firstchar,replypunct,wrote,alphanum90,alphanum50,alphanum10,num90,num50,num10,title,nlines,len_avg,len_min,len_max,nBlanks,nNonBlanks,nSig,nSigBlocks,posFromEnd,last,prevlast,last5,last11,posRatio,posRatioFromEnd,posRatioNB,lenRatio,lenRatioMax,less_avg_len,more_avg_len,less_avg_len75,less_avg_len50
1168,<li>,19.txt,no_entity,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,184,0,0,0,0,0.19298245614035087,0.8070175438596491,0.21359223300970873,0.08888888888888889,0.01486988847583643,1,0,1,1
1169,"Domtar shutting 3 sawmills, 30 MMBF,  due to drop in demand, prices   ( <A href=""/digest/news.control.taf?_section=view&_function=detail&EDITION_ID=2073&_UserReference=3EA50C1997C6ECB53BEABE47#story15170"">More</a>...)</li>",19.txt,no_entity,222,45,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,0,1,0,0,0,0,1,0,228,45.0,0,269,22,206,0,0,183,0,0,0,0,0.19736842105263158,0.8026315789473685,0.21844660194174756,4.933333333333334,0.8252788104089219,0,1,0,0
1170,<li>,19.txt,no_entity,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,182,0,0,0,0,0.20175438596491227,0.7982456140350878,0.22330097087378642,0.08888888888888889,0.01486988847583643,1,0,1,1
1171,"Votorantim, K-C de Mexico  among JPMorgan's top Latin American picks   ( <A href=""/digest/news.control.taf?_section=view&_function=detail&EDITION_ID=2073&_UserReference=3EA50C1997C6ECB53BEABE47#story15176"">More</a>...)</li>",19.txt,no_entity,223,47,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,V,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,181,0,0,0,0,0.20614035087719298,0.793859649122807,0.22815533980582525,4.955555555555556,0.828996282527881,0,1,0,0
1172,<li>,19.txt,no_entity,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,180,0,0,0,0,0.21052631578947367,0.7894736842105263,0.23300970873786409,0.08888888888888889,0.01486988847583643,1,0,1,1
1173,"Munksjo reports paper earnings stable, big drop for pulp   ( <A href=""/digest/news.control.taf?_section=view&_function=detail&EDITION_ID=2073&_UserReference=3EA50C1997C6ECB53BEABE47#story15177"">More</a>...)</li>",19.txt,no_entity,211,49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,179,0,0,0,0,0.2149122807017544,0.7850877192982456,0.23786407766990292,4.688888888888889,0.7843866171003717,0,1,0,0
1174,</OL>,19.txt,no_entity,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,178,0,0,0,0,0.21929824561403508,0.7807017543859649,0.24271844660194175,0.1111111111111111,0.01858736059479554,1,0,1,1
1175,</TD>,19.txt,no_entity,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,177,0,0,0,0,0.2236842105263158,0.7763157894736842,0.24757281553398058,0.1111111111111111,0.01858736059479554,1,0,1,1
1176,</TR>,19.txt,no_entity,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,176,0,0,0,0,0.22807017543859648,0.7719298245614035,0.2524271844660194,0.1111111111111111,0.01858736059479554,1,0,1,1
1177,</TABLE>,19.txt,no_entity,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,175,0,0,0,0,0.2324561403508772,0.7675438596491229,0.25728155339805825,0.17777777777777778,0.02973977695167286,1,0,1,1
1178,"<p><a name=""story15153""></a>",19.txt,no_entity,28,54,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,1,0,228,45.0,0,269,22,206,0,0,174,0,0,0,0,0.23684210526315788,0.7631578947368421,0.2621359223300971,0.6222222222222222,0.10408921933085502,1,0,1,0
1179,"<TABLE WIDTH=""600"" BORDER=""0"" CELLPADDING=""0"" CELLSPACING=""0"">",19.txt,no_entity,62,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,173,0,0,0,0,0.2412280701754386,0.7587719298245614,0.2669902912621359,1.3777777777777778,0.23048327137546468,0,1,0,0
1180,<TR VALIGN=TOP ALIGN=LEFT>,19.txt,no_entity,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,172,0,0,0,0,0.24561403508771928,0.7543859649122807,0.27184466019417475,0.5777777777777777,0.09665427509293681,1,0,1,0
1181,<TD>,19.txt,no_entity,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,171,0,0,0,0,0.25,0.75,0.2766990291262136,0.08888888888888889,0.01486988847583643,1,0,1,1
1182,"<h3>Weyerhaeuser names new manager at Cosmopolis, Wash., pulp mill",19.txt,no_entity,66,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,170,0,0,0,0,0.2543859649122807,0.7456140350877193,0.2815533980582524,1.4666666666666666,0.24535315985130113,0,1,0,0
1183,</H3>,19.txt,no_entity,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,1,1,228,45.0,0,269,22,206,0,0,169,0,0,0,0,0.25877192982456143,0.7412280701754386,0.28640776699029125,0.1111111111111111,0.01858736059479554,1,0,1,1
1184,"<i>11/07/2001 10:36:15, Press Release</i>",19.txt,no_entity,41,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,1,0,228,45.0,0,269,22,206,0,0,168,0,0,0,0,0.2631578947368421,0.7368421052631579,0.2912621359223301,0.9111111111111111,0.1524163568773234,1,0,0,0
1185,<br><br></TD>,19.txt,no_entity,13,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,167,0,0,0,0,0.2675438596491228,0.7324561403508771,0.2961165048543689,0.28888888888888886,0.048327137546468404,1,0,1,1
1186,</TR>,19.txt,no_entity,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,166,0,0,0,0,0.2719298245614035,0.7280701754385965,0.30097087378640774,0.1111111111111111,0.01858736059479554,1,0,1,1
1187,,19.txt,no_entity,0,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,228,45.0,0,269,22,206,0,0,165,0,0,0,0,0.27631578947368424,0.7236842105263158,0.3058252427184466,0.0,0.0,1,0,1,1
1188,<TR VALIGN=TOP ALIGN=LEFT>,19.txt,no_entity,26,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,164,0,0,0,0,0.2807017543859649,0.7192982456140351,0.3106796116504854,0.5777777777777777,0.09665427509293681,1,0,1,0
1189,	<TD>,19.txt,no_entity,5,65,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,	,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,163,0,0,0,0,0.2850877192982456,0.7149122807017544,0.3155339805825243,0.1111111111111111,0.01858736059479554,1,0,1,1
1190,"COSMOPOLIS, Wash., Nov. 5, 2001 (press release) -- Weyerhaeuser Co. today",19.txt,no_entity,73,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,162,0,0,0,0,0.2894736842105263,0.7105263157894737,0.32038834951456313,1.6222222222222222,0.27137546468401486,0,1,0,0
1191,"    announced that Fred Cassidy, has been named vice president and mill manager of",19.txt,no_entity,82,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,161,0,0,0,0,0.29385964912280704,0.706140350877193,0.32524271844660196,1.8222222222222222,0.3048327137546468,0,1,0,0
1192,"    the Cosmopolis, Wash., pulp mill, effective immediately. Cassidy was formerly site",19.txt,no_entity,86,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,160,0,0,0,0,0.2982456140350877,0.7017543859649122,0.3300970873786408,1.9111111111111112,0.31970260223048325,0,1,0,0
1193,"    manager of the company?s North Bend, Ore., containerboard mill.",19.txt,no_entity,67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,159,0,0,0,0,0.3026315789473684,0.6973684210526315,0.33495145631067963,1.488888888888889,0.24907063197026022,0,1,0,0
1194,,19.txt,no_entity,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,228,45.0,0,269,22,206,0,0,158,0,0,0,0,0.30701754385964913,0.6929824561403509,0.33980582524271846,0.0,0.0,1,0,1,1
1195,"    In his new role, Cassidy will focus on accelerating the mill?s performance",19.txt,no_entity,78,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,157,0,0,0,0,0.31140350877192985,0.6885964912280702,0.3446601941747573,1.7333333333333334,0.2899628252788104,0,1,0,0
1196,    improvement efforts....<br>,19.txt,no_entity,31,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,156,0,0,0,0,0.3157894736842105,0.6842105263157895,0.34951456310679613,0.6888888888888889,0.11524163568773234,1,0,1,0
1197,"(<A HREF=""/digest/news.control.taf?_section=liststories&_function=detail&FORESTWEBNEWS_uid1=15153&_UserReference=3EA50C1997C6ECB53BEABE47"">Story...</a>)",19.txt,no_entity,152,73,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(,0,0,1,0,0,0,0,1,0,228,45.0,0,269,22,206,0,0,155,0,0,0,0,0.3201754385964912,0.6798245614035088,0.35436893203883496,3.3777777777777778,0.5650557620817844,0,1,0,0
1198,,19.txt,no_entity,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,228,45.0,0,269,22,206,0,0,154,0,0,0,0,0.32456140350877194,0.6754385964912281,0.3592233009708738,0.0,0.0,1,0,1,1
1199,</TD></TR>,19.txt,no_entity,10,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,153,0,0,0,0,0.32894736842105265,0.6710526315789473,0.3640776699029126,0.2222222222222222,0.03717472118959108,1,0,1,1
1200,<TR VALIGN=TOP ALIGN=RIGHT><TD ALIGN=RIGHT>&nbsp;</TD></TR>,19.txt,no_entity,59,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,152,0,0,0,0,0.3333333333333333,0.6666666666666666,0.36893203883495146,1.3111111111111111,0.21933085501858737,0,1,0,0
1201,"<TR VALIGN=TOP ALIGN=RIGHT><TD ALIGN=RIGHT><A HREF=""/digest/news.control.taf?_section=view&_function=detail&EDITION_ID=2073&_UserReference=3EA50C1997C6ECB53BEABE47#top""><IMG SRC=""http://www.forestweb.com/digest/images/news/top.gif"" align=right WIDTH=""56"" HEIGHT=""12""   ",19.txt,no_entity,269,77,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,151,0,0,0,0,0.33771929824561403,0.6622807017543859,0.3737864077669903,5.977777777777778,1.0,0,1,0,0
1202,"BORDER=""0"" ALT=""top of page""></A> ",19.txt,no_entity,34,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,150,0,0,0,0,0.34210526315789475,0.6578947368421053,0.3786407766990291,0.7555555555555555,0.12639405204460966,1,0,0,0
1203,</TD></TR>,19.txt,no_entity,10,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,149,0,0,0,0,0.34649122807017546,0.6535087719298246,0.38349514563106796,0.2222222222222222,0.03717472118959108,1,0,1,1
1204,</TABLE>,19.txt,no_entity,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,148,0,0,0,0,0.3508771929824561,0.6491228070175439,0.3883495145631068,0.17777777777777778,0.02973977695167286,1,0,1,1
1205,<HR>,19.txt,no_entity,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,147,0,0,0,0,0.35526315789473684,0.6447368421052632,0.3932038834951456,0.08888888888888889,0.01486988847583643,1,0,1,1
1206,"<p><a name=""story15163""></a>",19.txt,no_entity,28,82,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,1,0,228,45.0,0,269,22,206,0,0,146,0,0,0,0,0.35964912280701755,0.6403508771929824,0.39805825242718446,0.6222222222222222,0.10408921933085502,1,0,1,0
1207,"<TABLE WIDTH=""600"" BORDER=""0"" CELLPADDING=""0"" CELLSPACING=""0"">",19.txt,no_entity,62,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,145,0,0,0,0,0.36403508771929827,0.6359649122807017,0.4029126213592233,1.3777777777777778,0.23048327137546468,0,1,0,0
1208,<TR VALIGN=TOP ALIGN=LEFT>,19.txt,no_entity,26,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,144,0,0,0,0,0.3684210526315789,0.631578947368421,0.4077669902912621,0.5777777777777777,0.09665427509293681,1,0,1,0
1209,<TD>,19.txt,no_entity,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,143,0,0,0,0,0.37280701754385964,0.6271929824561403,0.41262135922330095,0.08888888888888889,0.01486988847583643,1,0,1,1
1210,<h3>Canada paper output off 5% through 3Q as September drops 10%</H3>,19.txt,no_entity,69,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,142,0,0,0,0,0.37719298245614036,0.6228070175438597,0.4174757281553398,1.5333333333333334,0.25650557620817843,0,1,0,0
1211,"<i>11/07/2001 16:07:00, Forestweb</i>",19.txt,no_entity,37,87,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,1,0,228,45.0,0,269,22,206,0,0,141,0,0,0,0,0.3815789473684211,0.618421052631579,0.4223300970873786,0.8222222222222222,0.137546468401487,1,0,0,0
1212,<br><br></TD>,19.txt,no_entity,13,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,140,0,0,0,0,0.38596491228070173,0.6140350877192983,0.42718446601941745,0.28888888888888886,0.048327137546468404,1,0,1,1
1213,</TR>,19.txt,no_entity,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,139,0,0,0,0,0.39035087719298245,0.6096491228070176,0.4320388349514563,0.1111111111111111,0.01858736059479554,1,0,1,1
1214,,19.txt,no_entity,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,228,45.0,0,269,22,206,0,0,138,0,0,0,0,0.39473684210526316,0.6052631578947368,0.4368932038834951,0.0,0.0,1,0,1,1
1215,<TR VALIGN=TOP ALIGN=LEFT>,19.txt,no_entity,26,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,137,0,0,0,0,0.3991228070175439,0.6008771929824561,0.441747572815534,0.5777777777777777,0.09665427509293681,1,0,1,0
1216,	<TD>,19.txt,no_entity,5,92,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,	,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,136,0,0,0,0,0.40350877192982454,0.5964912280701754,0.44660194174757284,0.1111111111111111,0.01858736059479554,1,0,1,1
1217,,19.txt,no_entity,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,228,45.0,0,269,22,206,0,0,135,0,0,0,0,0.40789473684210525,0.5921052631578947,0.45145631067961167,0.0,0.0,1,0,1,1
1218,,19.txt,no_entity,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,228,45.0,0,269,22,206,0,0,134,0,0,0,0,0.41228070175438597,0.5877192982456141,0.4563106796116505,0.0,0.0,1,0,1,1
1219,,19.txt,no_entity,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,228,45.0,0,269,22,206,0,0,133,0,0,0,0,0.4166666666666667,0.5833333333333334,0.46116504854368934,0.0,0.0,1,0,1,1
1220,"SAN FRANCISCO, Nov. 7, 2001 (Forestweb) -- Canada's total paper and paperboard production is down 5% through the first nine months of the year as September production dropped 10% compared with a year ago, the Pulp and Paper Products Council in Montreal reported. ",19.txt,no_entity,263,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,132,0,0,0,0,0.42105263157894735,0.5789473684210527,0.46601941747572817,5.844444444444444,0.9776951672862454,0,1,0,0
1221,...<br>,19.txt,no_entity,7,97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,.,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,131,0,0,0,0,0.42543859649122806,0.5745614035087719,0.470873786407767,0.15555555555555556,0.026022304832713755,1,0,1,1
1222,"(<A HREF=""/digest/news.control.taf?_section=liststories&_function=detail&FORESTWEBNEWS_uid1=15163&_UserReference=3EA50C1997C6ECB53BEABE47"">Story...</a>)",19.txt,no_entity,152,98,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(,0,0,1,0,0,0,0,1,0,228,45.0,0,269,22,206,0,0,130,0,0,0,0,0.4298245614035088,0.5701754385964912,0.47572815533980584,3.3777777777777778,0.5650557620817844,0,1,0,0
1223,,19.txt,no_entity,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,228,45.0,0,269,22,206,0,0,129,0,0,0,0,0.4342105263157895,0.5657894736842105,0.48058252427184467,0.0,0.0,1,0,1,1
1224,</TD></TR>,19.txt,no_entity,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,128,0,0,0,0,0.43859649122807015,0.5614035087719298,0.4854368932038835,0.2222222222222222,0.03717472118959108,1,0,1,1
1225,<TR VALIGN=TOP ALIGN=RIGHT><TD ALIGN=RIGHT>&nbsp;</TD></TR>,19.txt,no_entity,59,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,127,0,0,0,0,0.44298245614035087,0.5570175438596491,0.49029126213592233,1.3111111111111111,0.21933085501858737,0,1,0,0
1226,"<TR VALIGN=TOP ALIGN=RIGHT><TD ALIGN=RIGHT><A HREF=""/digest/news.control.taf?_section=view&_function=detail&EDITION_ID=2073&_UserReference=3EA50C1997C6ECB53BEABE47#top""><IMG SRC=""http://www.forestweb.com/digest/images/news/top.gif"" align=right WIDTH=""56"" HEIGHT=""12""   ",19.txt,no_entity,269,102,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,126,0,0,0,0,0.4473684210526316,0.5526315789473685,0.49514563106796117,5.977777777777778,1.0,0,1,0,0
1227,"BORDER=""0"" ALT=""top of page""></A> ",19.txt,no_entity,34,103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,125,0,0,0,0,0.4517543859649123,0.5482456140350878,0.5,0.7555555555555555,0.12639405204460966,1,0,0,0
1228,</TD></TR>,19.txt,no_entity,10,104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,124,0,0,0,0,0.45614035087719296,0.543859649122807,0.5048543689320388,0.2222222222222222,0.03717472118959108,1,0,1,1
1229,</TABLE>,19.txt,no_entity,8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,123,0,0,0,0,0.4605263157894737,0.5394736842105263,0.5097087378640777,0.17777777777777778,0.02973977695167286,1,0,1,1
1230,<HR>,19.txt,no_entity,4,106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,122,0,0,0,0,0.4649122807017544,0.5350877192982456,0.5145631067961165,0.08888888888888889,0.01486988847583643,1,0,1,1
1231,"<p><a name=""story15168""></a>",19.txt,no_entity,28,107,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,1,0,228,45.0,0,269,22,206,0,0,121,0,0,0,0,0.4692982456140351,0.5307017543859649,0.5194174757281553,0.6222222222222222,0.10408921933085502,1,0,1,0
1232,"<TABLE WIDTH=""600"" BORDER=""0"" CELLPADDING=""0"" CELLSPACING=""0"">",19.txt,no_entity,62,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,120,0,0,0,0,0.47368421052631576,0.5263157894736842,0.5242718446601942,1.3777777777777778,0.23048327137546468,0,1,0,0
1233,<TR VALIGN=TOP ALIGN=LEFT>,19.txt,no_entity,26,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,119,0,0,0,0,0.4780701754385965,0.5219298245614035,0.529126213592233,0.5777777777777777,0.09665427509293681,1,0,1,0
1234,<TD>,19.txt,no_entity,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,118,0,0,0,0,0.4824561403508772,0.5175438596491229,0.5339805825242718,0.08888888888888889,0.01486988847583643,1,0,1,1
1235,<h3>Brascan's forest products operations contribute to 3Q earnings decline</H3>,19.txt,no_entity,79,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,117,0,0,0,0,0.4868421052631579,0.5131578947368421,0.5388349514563107,1.7555555555555555,0.2936802973977695,0,1,0,0
1236,"<i>11/08/2001 05:39:07, BW</i>",19.txt,no_entity,30,112,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,<,0,0,1,0,0,0,0,1,0,228,45.0,0,269,22,206,0,0,116,0,0,0,0,0.49122807017543857,0.5087719298245614,0.5436893203883495,0.6666666666666666,0.11152416356877323,1,0,1,0
1237,<br><br></TD>,19.txt,no_entity,13,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,115,0,0,0,0,0.4956140350877193,0.5043859649122807,0.5485436893203883,0.28888888888888886,0.048327137546468404,1,0,1,1
1238,</TR>,19.txt,no_entity,5,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,<,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,114,0,0,0,0,0.5,0.5,0.5533980582524272,0.1111111111111111,0.01858736059479554,1,0,1,1
1239,,19.txt,no_entity,0,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,228,45.0,0,269,22,206,0,0,113,0,0,0,0,0.5043859649122807,0.4956140350877193,0.558252427184466,0.0,0.0,1,0,1,1
1240,<TR VALIGN=TOP ALIGN=LEFT>,19.txt,no_entity,26,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,<,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,112,0,0,0,0,0.5087719298245614,0.49122807017543857,0.5631067961165048,0.5777777777777777,0.09665427509293681,1,0,1,0
1241,	<TD>,19.txt,no_entity,5,117,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,	,0,0,1,1,0,0,0,0,0,228,45.0,0,269,22,206,0,0,111,0,0,0,0,0.5131578947368421,0.4868421052631579,0.5679611650485437,0.1111111111111111,0.01858736059479554,1,0,1,1
1242,"TORONTO, Nov. 8, 2001 (press release) -- Brascan Corporation today",19.txt,no_entity,66,118,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,110,0,0,0,0,0.5175438596491229,0.4824561403508772,0.5728155339805825,1.4666666666666666,0.24535315985130113,0,1,0,0
1243,announced income from continuing operations for the nine months ended,19.txt,no_entity,69,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,0,1,0,0,0,0,0,0,228,45.0,0,269,22,206,0,0,109,0,0,0,0,0.5219298245614035,0.4780701754385965,0.5776699029126213,1.5333333333333334,0.25650557620817843,0,1,0,0
1244,"September 30, 2001 of $266 million or $1.35 per share, down from $297",19.txt,no_entity,69,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,1,0,228,45.0,0,269,22,206,0,0,108,0,0,0,0,0.5263157894736842,0.47368421052631576,0.5825242718446602,1.5333333333333334,0.25650557620817843,0,1,0,0
