,line,filename,entity,len,lineNo,blank,email,url,phone,sigdelimiter,special,words,header,name,endquote,tabs1,tabs2,tabs3,punct20,punct50,punct90,reply,startpunct,firstchar,replypunct,wrote,alphanum90,alphanum50,alphanum10,num90,num50,num10,title,nlines,len_avg,len_min,len_max,nBlanks,nNonBlanks,nSig,nSigBlocks,posFromEnd,last,prevlast,last5,last11,posRatio,posRatioFromEnd,posRatioNB,lenRatio,lenRatioMax,less_avg_len,more_avg_len,less_avg_len75,less_avg_len50
2219,the PUCT tomorrow.,gilbertsmith-d_all_documents_76,no_entity,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,0,1,0,0,0,0,0,0,14,30.0,0,53,2,12,5,1,10,0,0,0,1,0.2857142857142857,0.7142857142857143,0.3333333333333333,0.6,0.33962264150943394,1,0,1,0
2220,,gilbertsmith-d_all_documents_76,no_entity,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,14,30.0,0,53,2,12,5,1,9,0,0,0,1,0.35714285714285715,0.6428571428571429,0.4166666666666667,0.0,0.0,1,0,1,1
2221, <<Do not call list - Status 012401.doc>>,gilbertsmith-d_all_documents_76,no_entity,41,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,1,0,14,30.0,0,53,2,12,5,1,8,0,0,0,1,0.42857142857142855,0.5714285714285714,0.5,1.3666666666666667,0.7735849056603774,0,1,0,0
2222,<<Revised Response to PUCT Question 4 of Jan. 19,gilbertsmith-d_all_documents_76,no_entity,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,<,0,0,1,0,0,0,0,0,0,14,30.0,0,53,2,12,5,1,7,0,0,0,1,0.5,0.5,0.5833333333333334,1.6,0.9056603773584906,0,1,0,0
2223,TC.doc>>,gilbertsmith-d_all_documents_76,no_entity,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,T,0,0,1,0,0,0,0,0,0,14,30.0,0,53,2,12,5,1,6,0,0,0,1,0.5714285714285714,0.42857142857142855,0.6666666666666666,0.26666666666666666,0.1509433962264151,1,0,1,1
2224,,gilbertsmith-d_all_documents_76,no_entity,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,14,30.0,0,53,2,12,5,1,5,0,0,0,1,0.6428571428571429,0.35714285714285715,0.75,0.0,0.0,1,0,1,1
2225,Jessica M. Posey,gilbertsmith-d_all_documents_76,signature,16,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,J,0,0,1,0,0,0,0,0,1,14,30.0,0,53,2,12,5,1,4,0,0,1,1,0.7142857142857143,0.2857142857142857,0.8333333333333334,0.5333333333333333,0.3018867924528302,1,0,1,0
2226,Legal Assistant,gilbertsmith-d_all_documents_76,signature,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,0,0,0,0,0,0,0,1,14,30.0,0,53,2,12,5,1,3,0,0,1,1,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.5,0.2830188679245283,1,0,1,1
2227,Electric Reliability Council of Texas,gilbertsmith-d_all_documents_76,signature,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,1,0,0,0,0,0,0,14,30.0,0,53,2,12,5,1,2,0,0,1,1,0.8571428571428571,0.14285714285714285,1.0,1.2333333333333334,0.6981132075471698,0,1,0,0
2228,jposey@ercot.com     Phone: (512) 343-7289 x 227,gilbertsmith-d_all_documents_76,signature,48,13,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,j,0,0,1,0,0,0,0,1,0,14,30.0,0,53,2,12,5,1,1,0,1,1,1,0.9285714285714286,0.07142857142857142,1.0833333333333333,1.6,0.9056603773584906,0,1,0,0
2229,Fax: (512) 343-8134,gilbertsmith-d_all_documents_76,signature,19,14,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,F,0,0,1,0,0,0,1,1,1,14,30.0,0,53,2,12,5,1,0,1,0,1,1,1.0,0.0,1.1666666666666667,0.6333333333333333,0.3584905660377358,1,0,1,0
2230,The annual deferral program enrollment process is underway.  Enron's Bonus ,gilbertsmith-d_all_documents_8,no_entity,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,18,0,0,0,0,0.05263157894736842,0.9473684210526315,0.0625,1.3636363636363635,0.9615384615384616,0,1,0,0
2231,Stock Option and Bonus Phantom Stock Programs provide you with an opportunity ,gilbertsmith-d_all_documents_8,no_entity,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,17,0,0,0,0,0.10526315789473684,0.8947368421052632,0.125,1.4181818181818182,1.0,0,1,0,0
2232,to receive stock options and phantom stock in lieu of all or a portion of the ,gilbertsmith-d_all_documents_8,no_entity,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,16,0,0,0,0,0.15789473684210525,0.8421052631578947,0.1875,1.4181818181818182,1.0,0,1,0,0
2233,cash bonus you may receive during 2001.   ,gilbertsmith-d_all_documents_8,no_entity,42,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,1,0,0,0,0,1,0,19,55.0,0,78,3,16,0,0,15,0,0,0,0,0.21052631578947367,0.7894736842105263,0.25,0.7636363636363637,0.5384615384615384,1,0,0,0
2234,,gilbertsmith-d_all_documents_8,no_entity,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,19,55.0,0,78,3,16,0,0,14,0,0,0,0,0.2631578947368421,0.7368421052631579,0.3125,0.0,0.0,1,0,1,1
2235,"To make enrollment even more convenient for you, this year's deferral program ",gilbertsmith-d_all_documents_8,no_entity,78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,13,0,0,0,0,0.3157894736842105,0.6842105263157895,0.375,1.4181818181818182,1.0,0,1,0,0
2236,information is available on eHRonline.  To learn more about your deferral ,gilbertsmith-d_all_documents_8,no_entity,74,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,12,0,0,0,0,0.3684210526315789,0.631578947368421,0.4375,1.3454545454545455,0.9487179487179487,0,1,0,0
2237,"program opportunities and to enroll for 2001 deferrals, access eHRonline at ",gilbertsmith-d_all_documents_8,no_entity,76,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,11,0,0,0,0,0.42105263157894735,0.5789473684210527,0.5,1.3818181818181818,0.9743589743589743,0,1,0,0
2238,http://ehronline.enron.com.  (Call the ISC Help Desk at 713-345-4727 if you ,gilbertsmith-d_all_documents_8,no_entity,76,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,1,0,0,0,0,1,0,19,55.0,0,78,3,16,0,0,10,0,0,0,1,0.47368421052631576,0.5263157894736842,0.5625,1.3818181818181818,0.9743589743589743,0,1,0,0
2239,need your ID or password to access the system.),gilbertsmith-d_all_documents_8,no_entity,47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,9,0,0,0,1,0.5263157894736842,0.47368421052631576,0.625,0.8545454545454545,0.6025641025641025,1,0,0,0
2240,,gilbertsmith-d_all_documents_8,no_entity,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,19,55.0,0,78,3,16,0,0,8,0,0,0,1,0.5789473684210527,0.42105263157894735,0.6875,0.0,0.0,1,0,1,1
2241,1. Review the program descriptions (attached to the Election Form) before you ,gilbertsmith-d_all_documents_8,no_entity,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,7,0,0,0,1,0.631578947368421,0.3684210526315789,0.75,1.4181818181818182,1.0,0,1,0,0
2242,make your elections.,gilbertsmith-d_all_documents_8,no_entity,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,6,0,0,0,1,0.6842105263157895,0.3157894736842105,0.8125,0.36363636363636365,0.2564102564102564,1,0,1,1
2243,"2. If you decide to defer compensation, complete the Election Form before ",gilbertsmith-d_all_documents_8,no_entity,74,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,5,0,0,0,1,0.7368421052631579,0.2631578947368421,0.875,1.3454545454545455,0.9487179487179487,0,1,0,0
2244,"Friday, December 8,  2000, 5:00 p.m. CST (the enrollment deadline).",gilbertsmith-d_all_documents_8,no_entity,67,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,1,0,19,55.0,0,78,3,16,0,0,4,0,0,1,1,0.7894736842105263,0.21052631578947367,0.9375,1.2181818181818183,0.8589743589743589,0,1,0,0
2245,3. Print your 2001 Election Form and Confirmation Statement right from the ,gilbertsmith-d_all_documents_8,no_entity,75,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,3,0,0,1,1,0.8421052631578947,0.15789473684210525,1.0,1.3636363636363635,0.9615384615384616,0,1,0,0
2246,"web site and you,re   finished! ",gilbertsmith-d_all_documents_8,no_entity,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,2,0,0,1,1,0.8947368421052632,0.10526315789473684,1.0625,0.6,0.4230769230769231,1,0,1,0
2247,,gilbertsmith-d_all_documents_8,no_entity,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,19,55.0,0,78,3,16,0,0,1,0,1,1,1,0.9473684210526315,0.05263157894736842,1.125,0.0,0.0,1,0,1,1
2248,If you would like to attend an employee meeting to learn more about these ,gilbertsmith-d_all_documents_8,no_entity,74,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,19,55.0,0,78,3,16,0,0,0,1,0,1,1,1.0,0.0,1.1875,1.3454545454545455,0.9487179487179487,0,1,0,0
2249,Attached please find a copy of Reliant's Brief filed today in Docket 23220.,gilbertsmith-d_all_documents_81,no_entity,75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,1,0,0,0,0,0,0,3,45.0,0,75,1,2,0,0,2,0,0,1,1,0.3333333333333333,0.6666666666666666,0.5,1.6666666666666667,1.0,0,1,0,0
2250,,gilbertsmith-d_all_documents_81,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,3,45.0,0,75,1,2,0,0,1,0,1,1,1,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,1,0,1,1
2251,(See attached file: FinalBrief on Protocol Issues012601.doc),gilbertsmith-d_all_documents_81,no_entity,60,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(,0,0,1,0,0,0,0,1,0,3,45.0,0,75,1,2,0,0,0,1,0,1,1,1.0,0.0,1.5,1.3333333333333333,0.8,0,1,0,0
2252,Additional CSC data has been posted in the,gilbertsmith-d_all_documents_84,no_entity,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,19,0,0,0,0,0.05,0.95,0.05555555555555555,1.2352941176470589,0.84,0,1,0,0
2253,Internet at the following address:,gilbertsmith-d_all_documents_84,no_entity,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,18,0,0,0,0,0.1,0.9,0.1111111111111111,1.0,0.68,1,0,0,0
2254,ftp://ftp.ercot.com/CSCDATA/csc.htm,gilbertsmith-d_all_documents_84,no_entity,35,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,f,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,17,0,0,0,0,0.15,0.85,0.16666666666666666,1.0294117647058822,0.7,0,1,0,0
2255,,gilbertsmith-d_all_documents_84,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,34.0,0,50,2,18,0,0,16,0,0,0,0,0.2,0.8,0.2222222222222222,0.0,0.0,1,0,1,1
2256,Data from CSC2001Analysis.xls (in,gilbertsmith-d_all_documents_84,no_entity,33,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,0,1,0,0,0,0,1,0,20,34.0,0,50,2,18,0,0,15,0,0,0,0,0.25,0.75,0.2777777777777778,0.9705882352941176,0.66,1,0,0,0
2257,CSC2001Analysis.zip) has been further sorted out,gilbertsmith-d_all_documents_84,no_entity,48,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,14,0,0,0,0,0.3,0.7,0.3333333333333333,1.411764705882353,0.96,0,1,0,0
2258,"via text conversion, Access database and then",gilbertsmith-d_all_documents_84,no_entity,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,13,0,0,0,0,0.35,0.65,0.3888888888888889,1.3235294117647058,0.9,0,1,0,0
2259,exported into Excel format.,gilbertsmith-d_all_documents_84,no_entity,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,12,0,0,0,0,0.4,0.6,0.4444444444444444,0.7941176470588235,0.54,1,0,0,0
2260,,gilbertsmith-d_all_documents_84,no_entity,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,34.0,0,50,2,18,0,0,11,0,0,0,0,0.45,0.55,0.5,0.0,0.0,1,0,1,1
2261,The following files have been added:,gilbertsmith-d_all_documents_84,no_entity,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,10,0,0,0,1,0.5,0.5,0.5555555555555556,1.0588235294117647,0.72,0,1,0,0
2262,CSC_FirstPass_Map.ppt (Powerpoint)  : Map of ERCOT,gilbertsmith-d_all_documents_84,no_entity,50,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,9,0,0,0,1,0.55,0.45,0.6111111111111112,1.4705882352941178,1.0,0,1,0,0
2263,"showing the ""first pass"" CSC zones",gilbertsmith-d_all_documents_84,no_entity,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,8,0,0,0,1,0.6,0.4,0.6666666666666666,1.0,0.68,1,0,0,0
2264,LimitingElementsRanking.xls (Excel)   : Frequency,gilbertsmith-d_all_documents_84,no_entity,49,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,7,0,0,0,1,0.65,0.35,0.7222222222222222,1.4411764705882353,0.98,0,1,0,0
2265,count of a limiting element occurrence,gilbertsmith-d_all_documents_84,no_entity,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,6,0,0,0,1,0.7,0.3,0.7777777777777778,1.1176470588235294,0.76,0,1,0,0
2266,LimitingElementsWithConting.xls (Excel)   : List,gilbertsmith-d_all_documents_84,no_entity,48,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,5,0,0,0,1,0.75,0.25,0.8333333333333334,1.411764705882353,0.96,0,1,0,0
2267,of limiting elements with their related,gilbertsmith-d_all_documents_84,no_entity,39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,o,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,4,0,0,1,1,0.8,0.2,0.8888888888888888,1.1470588235294117,0.78,0,1,0,0
2268,contingencies,gilbertsmith-d_all_documents_84,no_entity,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,0,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,3,0,0,1,1,0.85,0.15,0.9444444444444444,0.38235294117647056,0.26,1,0,1,1
2269,Conting_ with_limiting_elements.xls (Excel)   :,gilbertsmith-d_all_documents_84,no_entity,47,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,2,0,0,1,1,0.9,0.1,1.0,1.3823529411764706,0.94,0,1,0,0
2270,List of Contingencies with their related limiting,gilbertsmith-d_all_documents_84,no_entity,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,0,1,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,1,0,1,1,1,0.95,0.05,1.0555555555555556,1.4411764705882353,0.98,0,1,0,0
2271,elements,gilbertsmith-d_all_documents_84,no_entity,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,0,0,0,0,0,0,0,0,0,20,34.0,0,50,2,18,0,0,0,1,0,1,1,1.0,0.0,1.1111111111111112,0.23529411764705882,0.16,1,0,1,1
2272,Here is what I sent to the Green Power Market Development Group....,gilbertsmith-d_all_documents_95,no_entity,67,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,H,0,0,1,0,0,0,0,0,0,1,67.0,67,67,0,1,0,0,0,1,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,0
2273,---------------------- Forwarded by Darron C Giron/HOU/ECT on 04/23/2001 ,giron-d_all_documents_102,no_entity,73,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,-,0,0,1,0,0,0,0,1,0,20,33.0,0,75,4,16,0,0,19,0,0,0,0,0.05,0.95,0.0625,2.212121212121212,0.9733333333333334,0,1,0,0
2274,02:12 PM ---------------------------,giron-d_all_documents_102,no_entity,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,20,33.0,0,75,4,16,0,0,18,0,0,0,0,0.1,0.9,0.125,1.0909090909090908,0.48,0,1,0,0
2275,,giron-d_all_documents_102,no_entity,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,33.0,0,75,4,16,0,0,17,0,0,0,0,0.15,0.85,0.1875,0.0,0.0,1,0,1,1
2276,,giron-d_all_documents_102,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,33.0,0,75,4,16,0,0,16,0,0,0,0,0.2,0.8,0.25,0.0,0.0,1,0,1,1
2277,"""Carlos Giron"" <Carlos.Giron@psiusa.com> on 04/23/2001 01:48:45 PM",giron-d_all_documents_102,no_entity,66,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"""",0,0,1,0,0,0,0,1,0,20,33.0,0,75,4,16,0,0,15,0,0,0,0,0.25,0.75,0.3125,2.0,0.88,0,1,0,0
2278,"To: Darron.C.Giron@enron.com, Angela.teerwilliams@gte.net, Glenn@home.com, ",giron-d_all_documents_102,no_entity,75,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,20,33.0,0,75,4,16,0,0,14,0,0,0,0,0.3,0.7,0.375,2.272727272727273,1.0,0,1,0,0
2279,"Ralphmayers@hotmail.com, Yhaynes@mindspring.com, Mike.Kotar@psiusa.com, ",giron-d_all_documents_102,no_entity,72,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,R,0,0,1,0,0,0,0,0,0,20,33.0,0,75,4,16,0,0,13,0,0,0,0,0.35,0.65,0.4375,2.1818181818181817,0.96,0,1,0,0
2280,ronniegiron@yahoo.com,giron-d_all_documents_102,no_entity,21,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,0,0,0,0,0,0,0,20,33.0,0,75,4,16,0,0,12,0,0,0,0,0.4,0.6,0.5,0.6363636363636364,0.28,1,0,1,0
2281,cc:  ,giron-d_all_documents_102,no_entity,5,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,c,0,0,1,1,0,0,0,0,0,20,33.0,0,75,4,16,0,0,11,0,0,0,0,0.45,0.55,0.5625,0.15151515151515152,0.06666666666666667,1,0,1,1
2282,Subject: Fwd: snake,giron-d_all_documents_102,no_entity,19,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,0,20,33.0,0,75,4,16,0,0,10,0,0,0,1,0.5,0.5,0.625,0.5757575757575758,0.25333333333333335,1,0,1,0
2283,,giron-d_all_documents_102,no_entity,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,33.0,0,75,4,16,0,0,9,0,0,0,1,0.55,0.45,0.6875,0.0,0.0,1,0,1,1
2284,,giron-d_all_documents_102,no_entity,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,33.0,0,75,4,16,0,0,8,0,0,0,1,0.6,0.4,0.75,0.0,0.0,1,0,1,1
2285,Content-Transfer-Encoding: binary,giron-d_all_documents_102,no_entity,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,20,33.0,0,75,4,16,0,0,7,0,0,0,1,0.65,0.35,0.8125,1.0,0.44,1,0,0,0
2286,"Date: Mon, 23 Apr 2001 13:45:14 -0500",giron-d_all_documents_102,no_entity,37,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,0,1,0,0,0,0,1,1,20,33.0,0,75,4,16,0,0,6,0,0,0,1,0.7,0.3,0.875,1.121212121212121,0.49333333333333335,0,1,0,0
2287,"From: ""Bishop Keller"" <BKeller@psiusa.com>",giron-d_all_documents_102,no_entity,42,15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,0,0,20,33.0,0,75,4,16,0,0,5,0,0,0,1,0.75,0.25,0.9375,1.2727272727272727,0.56,0,1,0,0
2288,To: Carlos.Giron@psiusa.com,giron-d_all_documents_102,no_entity,27,16,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,20,33.0,0,75,4,16,0,0,4,0,0,1,1,0.8,0.2,1.0,0.8181818181818182,0.36,1,0,0,0
2289,Subject:  snake,giron-d_all_documents_102,no_entity,15,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,0,20,33.0,0,75,4,16,0,0,3,0,0,1,1,0.85,0.15,1.0625,0.45454545454545453,0.2,1,0,1,1
2290,Mime-Version: 1.0,giron-d_all_documents_102,no_entity,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,1,0,0,0,0,1,1,20,33.0,0,75,4,16,0,0,2,0,0,1,1,0.9,0.1,1.125,0.5151515151515151,0.22666666666666666,1,0,1,0
2291,"Content-Type: application/octet-stream; name=""SNAKE.doc""",giron-d_all_documents_102,no_entity,56,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,20,33.0,0,75,4,16,0,0,1,0,1,1,1,0.95,0.05,1.1875,1.696969696969697,0.7466666666666667,0,1,0,0
2292,"Content-Disposition: attachment; filename=""SNAKE.doc""",giron-d_all_documents_102,no_entity,53,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,20,33.0,0,75,4,16,0,0,0,1,0,1,1,1.0,0.0,1.25,1.606060606060606,0.7066666666666667,0,1,0,0
2293,I'm in for lunch.,giron-d_all_documents_182,no_entity,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,15,19.0,0,69,7,8,1,1,14,0,0,0,0,0.06666666666666667,0.9333333333333333,0.125,0.8947368421052632,0.2463768115942029,1,0,0,0
2294,,giron-d_all_documents_182,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,15,19.0,0,69,7,8,1,1,13,0,0,0,0,0.13333333333333333,0.8666666666666667,0.25,0.0,0.0,1,0,1,1
2295,DG,giron-d_all_documents_182,signature,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,15,19.0,0,69,7,8,1,1,12,0,0,0,0,0.2,0.8,0.375,0.10526315789473684,0.028985507246376812,1,0,1,1
2296,,giron-d_all_documents_182,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,15,19.0,0,69,7,8,1,1,11,0,0,0,0,0.26666666666666666,0.7333333333333333,0.5,0.0,0.0,1,0,1,1
2297,,giron-d_all_documents_182,no_entity,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,15,19.0,0,69,7,8,1,1,10,0,0,0,1,0.3333333333333333,0.6666666666666666,0.625,0.0,0.0,1,0,1,1
2298,,giron-d_all_documents_182,no_entity,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,15,19.0,0,69,7,8,1,1,9,0,0,0,1,0.4,0.6,0.75,0.0,0.0,1,0,1,1
2299,,giron-d_all_documents_182,no_entity,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,15,19.0,0,69,7,8,1,1,8,0,0,0,1,0.4666666666666667,0.5333333333333333,0.875,0.0,0.0,1,0,1,1
2300,SSCHROED@us.ca-indosuez.com on 03/26/2001 09:50:57 AM,giron-d_all_documents_182,no_entity,53,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,1,0,15,19.0,0,69,7,8,1,1,7,0,0,0,1,0.5333333333333333,0.4666666666666667,1.0,2.789473684210526,0.7681159420289855,0,1,0,0
